sale_id,sale_rep_id,sale_date,car_model,sale_amount,commission_pct,sale_status,commission_amount
1422,19,2024-11-06,Tacoma,30539.36,0.05,Completed,1526.968
1423,15,2024-11-11,Highlander,36352.27,0.05,Pending,1817.6135
1424,3,2024-11-23,Highlander,44869.91,0.05,Completed,2243.4955000000004
1425,7,2024-11-18,Corolla,24658.4,0.02,Completed,493.16800000000006
1426,19,2024-11-09,RAV4,33936.87,0.02,Pending,678.7374000000001
1427,8,2024-11-11,Tundra,42101.56,,Pending,0.0
1428,12,2024-11-13,Tundra,37707.4,0.05,Completed,1885.3700000000001
1429,4,2024-11-16,RAV4,28266.29,0.03,Completed,847.9887
1430,4,2024-11-30,RAV4,28179.1,,Completed,0.0
1431,4,2024-11-18,RAV4,29171.99,,Completed,0.0
1432,2,2024-11-25,Highlander,35622.33,0.05,Completed,1781.1165
1433,1,2024-11-06,RAV4,28553.7,0.02,Completed,571.0740000000001
1434,10,2024-11-14,Camry,27915.24,0.03,Completed,837.4572000000001
1435,10,2024-11-22,Tundra,41903.26,0.03,Pending,1257.0978
1436,17,2024-11-19,RAV4,33042.1,,Completed,0.0
1437,14,2024-11-20,Camry,25961.92,,Pending,0.0
1438,10,2024-11-27,Highlander,42521.03,0.03,Cancelled,1275.6308999999999
1439,9,2024-11-16,Highlander,42584.15,,Completed,0.0
1440,2,2024-11-04,Tacoma,31456.81,0.05,Completed,1572.8405000000002
1441,1,2024-11-28,Tacoma,34320.18,0.02,Pending,686.4036
1442,14,2024-11-06,Tundra,40673.79,0.03,Completed,1220.2137
1443,15,2024-11-10,Tundra,37656.95,0.02,Pending,753.139
1444,6,2024-11-12,Camry,25318.76,0.05,Pending,1265.938
1445,3,2024-11-25,Tundra,49775.49,,Completed,0.0
1446,6,2024-11-30,RAV4,31286.26,0.05,Completed,1564.313
1447,4,2024-11-16,Highlander,39046.51,0.05,Completed,1952.3255000000001
1448,14,2024-11-08,Tacoma,35387.48,0.05,Completed,1769.3740000000003
1449,14,2024-11-08,Camry,29588.77,0.05,Completed,1479.4385000000002
1450,12,2024-11-28,Camry,27694.75,0.02,Cancelled,553.895
1451,2,2024-11-10,Tacoma,31321.92,,Completed,0.0
1452,19,2024-11-14,Tundra,48705.42,0.03,Pending,1461.1625999999999
1453,7,2024-11-08,Camry,27244.36,0.03,Completed,817.3308
1454,2,2024-11-26,RAV4,30656.69,0.03,Completed,919.7007
1455,8,2024-11-20,Camry,26667.15,0.05,Pending,1333.3575
1456,12,2024-11-14,Tundra,37341.37,0.05,Completed,1867.0685000000003
1457,1,2024-11-10,Tacoma,37640.97,,Completed,0.0
1458,12,2024-11-19,Camry,26790.46,0.03,Pending,803.7138
1459,20,2024-11-06,Tacoma,36901.68,0.05,Completed,1845.084
1460,7,2024-11-09,Tacoma,35530.6,0.03,Completed,1065.918
1461,11,2024-11-21,RAV4,27293.03,0.03,Cancelled,818.7909
1462,20,2024-11-15,Camry,26174.19,0.05,Completed,1308.7095
1463,15,2024-11-22,Tacoma,38589.93,0.02,Pending,771.7986000000001
1464,4,2024-11-11,Tacoma,35165.39,0.02,Completed,703.3078
1465,19,2024-11-12,Camry,28452.44,0.05,Completed,1422.622
1466,17,2024-11-19,Corolla,23418.2,0.02,Completed,468.36400000000003
1467,13,2024-11-08,Camry,29866.01,0.05,Pending,1493.3005
1468,7,2024-11-27,Tundra,38705.29,0.05,Completed,1935.2645000000002
1469,6,2024-11-03,RAV4,34587.89,,Completed,0.0
1470,3,2024-11-26,RAV4,32418.44,,Completed,0.0
1471,5,2024-11-29,RAV4,27321.66,0.03,Pending,819.6497999999999
1472,7,2024-11-15,RAV4,30106.86,0.05,Completed,1505.343
1473,15,2024-11-13,Corolla,22310.18,0.02,Completed,446.2036
1474,3,2024-11-18,RAV4,33579.67,0.02,Completed,671.5934
1475,17,2024-11-22,RAV4,32621.75,0.03,Completed,978.6524999999999
1476,1,2024-11-28,Tacoma,32765.47,0.05,Completed,1638.2735000000002
1477,12,2024-11-16,Tundra,41404.58,0.05,Completed,2070.2290000000003
1478,10,2024-11-17,Highlander,43560.32,0.03,Cancelled,1306.8096
1479,10,2024-11-22,Corolla,20466.11,,Completed,0.0
1480,14,2024-11-04,Tacoma,39110.98,,Completed,0.0
1481,5,2024-11-18,RAV4,28082.07,0.05,Completed,1404.1035000000002
1482,15,2024-11-10,Tundra,49785.51,0.05,Completed,2489.2755
1483,16,2024-11-27,Tacoma,34533.65,,Completed,0.0
1484,1,2024-11-07,Camry,25309.87,0.03,Pending,759.2960999999999
1485,5,2024-11-25,Camry,29135.37,0.02,Completed,582.7074
1486,2,2024-11-15,Camry,27229.48,0.05,Completed,1361.4740000000002
1487,18,2024-11-16,Corolla,22871.56,0.05,Completed,1143.5780000000002
1488,19,2024-11-12,Highlander,37968.78,0.02,Completed,759.3756
1489,10,2024-11-27,Corolla,24514.11,0.02,Pending,490.28220000000005
1490,16,2024-11-06,RAV4,34305.83,0.02,Pending,686.1166000000001
1491,12,2024-11-05,RAV4,32463.62,0.05,Pending,1623.181
1492,14,2024-11-09,Highlander,36946.82,0.05,Completed,1847.3410000000001
1493,5,2024-11-30,Tacoma,36069.87,0.03,Completed,1082.0961
1494,2,2024-11-30,Highlander,41925.25,0.05,Completed,2096.2625000000003
1495,12,2024-11-08,Corolla,21084.5,0.05,Completed,1054.2250000000001
1496,18,2024-11-05,RAV4,34413.45,0.02,Pending,688.269
1497,13,2024-11-04,Tacoma,33591.93,0.02,Completed,671.8386
1498,11,2024-11-18,Corolla,22247.66,,Pending,0.0
1499,13,2024-11-05,Tacoma,36941.92,0.05,Pending,1847.096
1500,8,2024-11-24,Tacoma,33366.99,0.03,Pending,1001.0097
1501,18,2024-11-05,Tundra,41381.86,0.02,Completed,827.6372
1502,1,2024-11-18,RAV4,27290.01,0.05,Completed,1364.5005
1503,3,2024-11-29,Highlander,41047.98,0.05,Pending,2052.3990000000003
1504,10,2024-11-30,Tundra,45743.25,0.02,Completed,914.865
1505,2,2024-11-06,Tacoma,37943.78,0.02,Completed,758.8756
1506,11,2024-11-21,Camry,28377.93,,Cancelled,0.0
1507,14,2024-11-25,Camry,26752.46,0.05,Completed,1337.623
1508,10,2024-11-14,Camry,25052.06,0.02,Pending,501.04120000000006
1509,7,2024-11-23,Camry,27168.18,0.02,Completed,543.3636
1510,1,2024-11-10,Tundra,44609.97,,Completed,0.0
1511,19,2024-11-15,Tacoma,32823.09,0.02,Pending,656.4617999999999
1512,8,2024-11-30,Tacoma,38503.38,,Pending,0.0
1513,4,2024-11-18,Highlander,38869.5,0.05,Completed,1943.4750000000001
1514,12,2024-11-08,Corolla,20532.8,0.05,Completed,1026.64
1515,1,2024-11-04,Highlander,39423.79,0.05,Completed,1971.1895000000002
1516,10,2024-11-11,Corolla,20968.44,0.05,Completed,1048.422
1517,11,2024-11-20,Corolla,23785.72,,Pending,0.0
1518,5,2024-11-13,Highlander,40169.72,0.05,Completed,2008.486
1519,14,2024-11-02,Tacoma,35847.53,0.03,Pending,1075.4259
1520,4,2024-11-06,Highlander,36100.21,,Completed,0.0
1521,10,2024-11-28,Tundra,46767.55,0.05,Completed,2338.3775
1522,12,2024-11-28,Tacoma,39900.11,0.05,Pending,1995.0055000000002
1523,2,2024-11-25,Tundra,44093.45,0.03,Completed,1322.8034999999998
1524,15,2024-11-16,Highlander,40053.92,0.05,Completed,2002.696
1525,8,2024-11-01,Camry,27229.72,0.05,Pending,1361.486
1526,12,2024-11-23,Highlander,36577.11,0.05,Completed,1828.8555000000001
1527,20,2024-11-20,Tundra,42452.09,0.05,Completed,2122.6045
1528,19,2024-11-11,Camry,28930.33,0.02,Completed,578.6066000000001
1529,4,2024-11-04,RAV4,33970.19,0.03,Completed,1019.1057000000001
1530,4,2024-11-08,Corolla,21854.13,,Completed,0.0
1531,9,2024-11-20,Camry,25328.11,0.03,Completed,759.8433
1532,9,2024-11-12,Tundra,44393.11,0.05,Completed,2219.6555000000003
1533,10,2024-11-30,Highlander,40665.52,,Pending,0.0
1534,15,2024-11-24,Highlander,44497.42,0.05,Completed,2224.871
1535,7,2024-11-22,Tundra,37333.82,0.02,Pending,746.6764000000001
1536,17,2024-11-01,Corolla,21399.73,0.05,Pending,1069.9865
1537,3,2024-11-17,Corolla,24921.8,0.03,Completed,747.654
1538,1,2024-11-04,Camry,25650.73,,Cancelled,0.0
1539,8,2024-11-26,Corolla,21438.0,,Completed,0.0
1540,13,2024-11-01,Highlander,39978.11,0.02,Completed,799.5622000000001
1541,2,2024-11-12,Tacoma,35613.21,,Completed,0.0
1542,20,2024-11-03,Tundra,39848.34,,Completed,0.0
1543,11,2024-11-23,Tacoma,35120.0,,Completed,0.0
1544,11,2024-11-13,Corolla,20596.81,0.02,Completed,411.93620000000004
1545,11,2024-11-14,Tacoma,30240.41,0.03,Completed,907.2122999999999
1546,19,2024-11-19,Highlander,42731.9,,Completed,0.0
1547,19,2024-11-14,Tundra,45881.03,0.05,Completed,2294.0515
1548,9,2024-11-17,RAV4,29355.54,0.03,Completed,880.6662
1549,13,2024-11-27,Tacoma,31587.41,0.02,Cancelled,631.7482
1550,9,2024-11-09,Highlander,40181.17,0.02,Completed,803.6234
1551,9,2024-11-03,Tacoma,30180.38,,Cancelled,0.0
1552,3,2024-11-01,Highlander,35055.44,0.02,Completed,701.1088000000001
1553,12,2024-11-11,Tacoma,38664.78,0.03,Completed,1159.9433999999999
1554,5,2024-11-07,Camry,27732.06,0.02,Completed,554.6412
1555,17,2024-11-08,Tundra,41273.05,,Completed,0.0
1556,6,2024-11-30,Tacoma,34675.7,0.03,Completed,1040.271
1557,7,2024-11-11,Camry,29825.51,0.03,Pending,894.7652999999999
1558,20,2024-11-07,Camry,28496.29,0.02,Completed,569.9258
1559,6,2024-11-18,Corolla,24477.68,0.03,Pending,734.3303999999999
1560,19,2024-11-10,Tacoma,38203.92,0.05,Completed,1910.196
1561,15,2024-11-17,RAV4,29377.35,0.05,Pending,1468.8675
1562,12,2024-11-15,RAV4,29961.3,0.02,Pending,599.226
1563,20,2024-11-11,Highlander,43899.98,0.03,Completed,1316.9994000000002
1564,8,2024-11-28,Corolla,20339.47,0.05,Pending,1016.9735000000001
1565,9,2024-11-04,Corolla,23960.35,0.03,Pending,718.8104999999999
1566,20,2024-11-03,Highlander,39572.64,0.05,Completed,1978.632
1567,16,2024-11-25,Camry,26108.1,0.03,Cancelled,783.2429999999999
1568,10,2024-11-28,Highlander,39937.15,,Pending,0.0
1569,7,2024-11-13,Corolla,20141.72,0.03,Completed,604.2516
1570,1,2024-11-03,Highlander,36711.22,,Pending,0.0
1571,3,2024-11-27,RAV4,28832.98,0.02,Completed,576.6596
1572,5,2024-11-02,Tacoma,36125.47,0.05,Completed,1806.2735000000002
1573,11,2024-11-26,Corolla,23951.16,0.05,Completed,1197.558
1574,20,2024-11-06,RAV4,33232.61,,Completed,0.0
1575,2,2024-11-01,Corolla,21167.13,,Pending,0.0
1576,9,2024-11-23,RAV4,34290.28,0.05,Completed,1714.5140000000001
1577,9,2024-11-27,Tundra,38489.49,0.05,Completed,1924.4745
1578,5,2024-11-16,Camry,27143.76,0.03,Completed,814.3127999999999
1579,7,2024-11-09,Tundra,40190.7,0.05,Completed,2009.5349999999999
1580,14,2024-11-14,Tacoma,34840.38,,Cancelled,0.0
1581,2,2024-11-24,Camry,27909.17,0.03,Completed,837.2751
1582,3,2024-11-20,Tundra,46800.52,0.02,Pending,936.0104
1583,4,2024-11-04,Highlander,38284.68,0.05,Completed,1914.2340000000002
1584,14,2024-11-21,RAV4,30379.82,0.03,Pending,911.3946
1585,3,2024-11-04,Camry,25441.72,0.02,Pending,508.8344
1586,14,2024-11-01,Tundra,47653.8,0.02,Pending,953.076
1587,18,2024-11-25,Highlander,37855.36,,Cancelled,0.0
1588,13,2024-11-17,Highlander,41496.79,,Pending,0.0
1589,16,2024-11-27,RAV4,28676.53,0.02,Completed,573.5305999999999
1590,14,2024-11-12,Tacoma,34229.98,,Cancelled,0.0
1591,12,2024-11-21,Highlander,43872.25,0.03,Pending,1316.1675
1592,12,2024-11-10,Tacoma,35861.9,0.03,Completed,1075.857
1593,8,2024-11-24,RAV4,32491.3,0.02,Completed,649.826
1594,16,2024-11-17,Tundra,38862.78,0.02,Completed,777.2556
1595,18,2024-11-02,Camry,26799.18,0.03,Completed,803.9753999999999
1596,6,2024-11-22,Highlander,37764.86,0.02,Completed,755.2972
1597,16,2024-11-27,Corolla,22309.78,0.02,Cancelled,446.1956
1598,13,2024-11-10,Corolla,21994.54,0.03,Pending,659.8362
1599,10,2024-11-27,Corolla,23687.98,,Pending,0.0
1600,19,2024-11-18,Tundra,48775.41,,Pending,0.0
1601,5,2024-11-13,Tundra,41455.14,0.05,Completed,2072.757
1602,9,2024-11-12,Tundra,39578.1,0.02,Pending,791.562
1603,4,2024-11-27,Corolla,20685.84,0.05,Completed,1034.2920000000001
1604,7,2024-11-18,Tundra,48682.36,0.02,Completed,973.6472
1605,16,2024-11-30,Tundra,43522.74,,Completed,0.0
1606,20,2024-11-11,Camry,29067.12,0.03,Completed,872.0135999999999
1607,20,2024-11-06,Tundra,35900.07,0.05,Completed,1795.0035
1608,6,2024-11-11,Tacoma,34182.85,,Completed,0.0
1609,12,2024-11-18,Corolla,23143.84,0.03,Completed,694.3152
1610,12,2024-11-06,Corolla,21409.43,0.02,Cancelled,428.1886
1611,9,2024-11-02,Highlander,41500.11,0.05,Completed,2075.0055
1612,5,2024-11-19,RAV4,30709.07,,Completed,0.0
1613,13,2024-11-26,Corolla,21366.36,0.03,Completed,640.9908
1614,15,2024-11-24,Tacoma,30625.1,0.03,Pending,918.7529999999999
1615,17,2024-11-21,Corolla,21533.85,0.03,Cancelled,646.0155
1616,5,2024-11-06,Camry,28853.21,,Pending,0.0
1617,11,2024-11-15,Camry,26583.99,,Completed,0.0
1618,19,2024-11-19,Highlander,40678.23,0.03,Cancelled,1220.3469
1619,7,2024-11-09,Camry,27387.59,0.03,Completed,821.6277
1620,13,2024-11-03,Corolla,24162.96,0.03,Completed,724.8888
1621,20,2024-11-28,Corolla,21246.86,0.05,Pending,1062.343
1622,19,2024-11-01,Camry,27077.88,0.05,Completed,1353.8940000000002
1623,18,2024-11-03,Camry,28449.69,,Completed,0.0
1624,13,2024-11-15,Tacoma,39852.72,0.03,Cancelled,1195.5816
1625,6,2024-11-30,Camry,26085.51,,Pending,0.0
1626,14,2024-11-03,Tundra,48131.12,,Pending,0.0
1627,18,2024-11-18,Corolla,23881.89,0.05,Completed,1194.0945
1628,11,2024-11-19,Highlander,40659.26,,Completed,0.0
1629,13,2024-11-05,Highlander,36158.69,,Completed,0.0
1630,15,2024-11-23,RAV4,31448.94,0.03,Completed,943.4681999999999
1631,1,2024-11-15,RAV4,31214.55,0.05,Completed,1560.7275
1632,1,2024-11-22,RAV4,31405.84,0.02,Completed,628.1168
1633,18,2024-11-02,RAV4,31454.14,,Completed,0.0
1634,6,2024-11-15,Highlander,40785.1,,Completed,0.0
1635,20,2024-11-23,Tundra,45412.33,,Completed,0.0
1636,1,2024-11-14,Highlander,38717.47,,Pending,0.0
1637,18,2024-11-17,Tundra,47160.28,,Completed,0.0
1638,5,2024-11-14,Camry,28443.08,0.03,Completed,853.2924
1639,13,2024-11-17,Tacoma,38096.74,0.05,Pending,1904.837
1640,3,2024-11-19,Corolla,20637.56,,Pending,0.0
1641,2,2024-11-18,RAV4,34148.69,0.02,Completed,682.9738000000001
1642,11,2024-11-25,Corolla,22178.49,0.02,Completed,443.56980000000004
1643,13,2024-11-28,Highlander,37271.34,0.02,Completed,745.4268
1644,8,2024-11-24,Corolla,24833.75,0.05,Completed,1241.6875
1645,9,2024-11-07,Camry,29098.3,,Completed,0.0
1646,18,2024-11-14,Camry,29066.89,0.03,Completed,872.0066999999999
1647,10,2024-11-05,Corolla,20089.62,0.05,Completed,1004.481
1648,18,2024-11-07,RAV4,28963.19,0.03,Pending,868.8956999999999
1649,3,2024-11-02,Corolla,23802.57,,Completed,0.0
1650,7,2024-11-22,Highlander,35337.93,0.02,Completed,706.7586
1651,19,2024-11-07,RAV4,29415.47,,Pending,0.0
1652,10,2024-11-28,Tundra,39813.62,0.05,Cancelled,1990.6810000000003
1653,20,2024-11-13,RAV4,30104.63,0.05,Completed,1505.2315
1654,17,2024-11-22,Camry,25921.59,,Completed,0.0
1655,5,2024-11-11,Camry,28265.99,0.05,Completed,1413.2995
1656,16,2024-11-08,RAV4,29149.22,0.02,Pending,582.9844
1657,11,2024-11-14,Highlander,44226.63,0.02,Cancelled,884.5326
1658,12,2024-11-24,Highlander,40257.95,,Completed,0.0
1659,11,2024-11-30,Tacoma,30716.73,0.03,Pending,921.5019
1660,18,2024-11-25,Camry,27738.56,0.05,Pending,1386.928
1661,19,2024-11-18,Highlander,40905.94,0.02,Completed,818.1188000000001
1662,17,2024-11-20,Corolla,22533.58,0.05,Completed,1126.679
1663,9,2024-11-12,Corolla,21233.99,0.02,Completed,424.67980000000006
1664,20,2024-11-02,Highlander,42104.4,0.02,Completed,842.0880000000001
1665,15,2024-11-23,Corolla,22047.85,0.03,Completed,661.4354999999999
1666,5,2024-11-15,Camry,26771.96,0.05,Pending,1338.598
1667,18,2024-11-24,RAV4,28791.31,,Pending,0.0
1668,8,2024-11-03,Tundra,39996.65,,Completed,0.0
1669,18,2024-11-18,Tacoma,33801.9,0.03,Completed,1014.057
1670,13,2024-11-04,RAV4,34855.33,0.05,Pending,1742.7665000000002
1671,1,2024-11-11,Highlander,38093.2,,Completed,0.0
1672,16,2024-11-12,Camry,25492.72,0.03,Completed,764.7816
1673,1,2024-11-13,RAV4,29889.05,0.03,Completed,896.6714999999999
1674,16,2024-11-19,Tundra,36437.95,0.03,Completed,1093.1384999999998
1675,17,2024-11-02,Tacoma,38849.08,,Pending,0.0
1676,14,2024-11-20,Tacoma,35420.15,,Completed,0.0
1677,19,2024-11-02,Corolla,24365.09,0.05,Cancelled,1218.2545
1678,16,2024-11-05,Camry,26736.38,0.05,Cancelled,1336.8190000000002
1679,18,2024-11-18,Tundra,46897.6,,Completed,0.0
1680,7,2024-11-08,Tundra,48013.87,0.02,Completed,960.2774000000001
1681,7,2024-11-09,Highlander,41321.8,0.03,Completed,1239.654
1682,18,2024-11-26,Tundra,37068.34,,Completed,0.0
1683,5,2024-11-23,Camry,28062.51,,Completed,0.0
1684,3,2024-11-29,Camry,28118.09,0.03,Completed,843.5427
1685,15,2024-11-18,RAV4,27951.44,0.05,Completed,1397.5720000000001
1686,9,2024-11-25,Highlander,39824.33,,Completed,0.0
1687,8,2024-11-14,Corolla,23899.02,0.02,Completed,477.98040000000003
1688,10,2024-11-11,Highlander,37758.74,0.03,Completed,1132.7622
1689,12,2024-11-22,Corolla,23160.24,0.05,Completed,1158.0120000000002
1690,5,2024-11-02,Tundra,44969.37,0.02,Completed,899.3874000000001
1691,17,2024-11-02,Highlander,39599.65,0.02,Completed,791.993
1692,15,2024-11-09,Camry,29635.15,,Completed,0.0
1693,14,2024-11-02,Tundra,37967.11,,Pending,0.0
1694,9,2024-11-01,Highlander,41603.96,,Completed,0.0
1695,13,2024-11-02,Highlander,40990.15,0.02,Completed,819.803
1696,1,2024-11-17,Highlander,37956.95,0.03,Completed,1138.7085
1697,13,2024-11-01,Tundra,37760.79,0.03,Completed,1132.8237
1698,10,2024-11-17,Corolla,21400.22,0.03,Completed,642.0066
1699,5,2024-11-19,Highlander,42992.91,,Completed,0.0
1700,17,2024-11-22,RAV4,32270.73,0.02,Pending,645.4146
1701,5,2024-11-05,Tacoma,36385.16,0.02,Pending,727.7032
1702,2,2024-11-14,RAV4,28465.2,0.03,Completed,853.956
1703,4,2024-11-12,Corolla,20917.69,0.03,Completed,627.5306999999999
1704,13,2024-11-26,Corolla,22037.75,0.03,Pending,661.1324999999999
1705,15,2024-11-24,Tacoma,34978.86,,Completed,0.0
1706,18,2024-11-21,Corolla,22137.91,0.03,Pending,664.1373
1707,7,2024-11-05,Highlander,42654.89,,Pending,0.0
1708,2,2024-11-03,Camry,25995.75,0.05,Completed,1299.7875000000001
1709,6,2024-11-15,Tundra,47927.25,,Completed,0.0
1710,6,2024-11-16,Tundra,42551.84,0.05,Completed,2127.592
1711,19,2024-11-09,Corolla,22477.28,,Pending,0.0
1712,3,2024-11-10,Tacoma,39348.29,0.03,Pending,1180.4487
1713,20,2024-11-18,Highlander,43409.5,0.05,Completed,2170.475
1714,19,2024-11-10,Corolla,23915.91,0.02,Completed,478.3182
1715,10,2024-11-22,Tacoma,36082.04,0.03,Completed,1082.4612
1716,8,2024-11-26,RAV4,34715.27,0.05,Pending,1735.7635
1717,11,2024-11-12,Corolla,23744.3,,Pending,0.0
1718,1,2024-11-12,Corolla,20578.11,0.05,Completed,1028.9055
1719,19,2024-11-14,Corolla,24125.69,0.02,Completed,482.5138
1720,3,2024-11-04,Highlander,40973.21,,Completed,0.0
1721,13,2024-11-26,Tacoma,35215.65,0.02,Completed,704.313
1722,10,2024-11-20,RAV4,32008.14,0.05,Pending,1600.4070000000002
1723,20,2024-11-22,Tundra,43414.39,,Completed,0.0
1724,8,2024-11-14,Tacoma,36886.61,0.05,Completed,1844.3305
1725,19,2024-11-29,Tundra,36054.3,,Completed,0.0
1726,13,2024-11-13,Highlander,41078.05,0.02,Completed,821.561
1727,12,2024-11-14,Tacoma,32788.58,0.02,Completed,655.7716
1728,9,2024-11-28,Tacoma,34232.76,0.05,Completed,1711.6380000000001
1729,13,2024-11-21,Highlander,38918.26,0.03,Completed,1167.5478
1730,11,2024-11-26,RAV4,29727.38,0.02,Completed,594.5476
1731,6,2024-11-11,RAV4,31893.56,0.03,Completed,956.8068
1732,4,2024-11-21,RAV4,27178.54,0.02,Pending,543.5708000000001
1733,17,2024-11-05,Tacoma,36998.94,,Completed,0.0
1734,3,2024-11-22,Tacoma,32064.5,0.05,Completed,1603.2250000000001
1735,14,2024-11-01,Tacoma,39828.05,,Completed,0.0
1736,12,2024-11-22,RAV4,30004.2,,Cancelled,0.0
1737,6,2024-11-22,Highlander,37328.53,,Completed,0.0
1738,20,2024-11-19,Highlander,35106.52,,Completed,0.0
1739,1,2024-11-16,RAV4,28791.05,0.02,Completed,575.821
1740,6,2024-11-10,RAV4,29205.18,,Completed,0.0
1741,9,2024-11-11,Tundra,35771.63,0.03,Completed,1073.1489
1742,10,2024-11-20,Tacoma,37172.98,,Pending,0.0
1743,10,2024-11-26,Tacoma,30815.66,0.05,Pending,1540.7830000000001
1744,16,2024-11-09,Camry,28937.34,0.03,Completed,868.1202
1745,20,2024-11-16,Corolla,20673.65,,Pending,0.0
1746,4,2024-11-30,RAV4,27553.05,,Completed,0.0
1747,1,2024-11-07,Highlander,43733.95,0.03,Completed,1312.0185
1748,10,2024-11-29,Tundra,41990.51,0.05,Completed,2099.5255
1749,4,2024-11-04,RAV4,27825.21,0.05,Completed,1391.2605
1750,11,2024-11-10,Tundra,38823.25,0.05,Pending,1941.1625000000001
1751,5,2024-11-14,Camry,25938.6,0.05,Completed,1296.93
1752,10,2024-11-09,Highlander,41382.17,0.05,Completed,2069.1085
1753,14,2024-11-07,RAV4,31798.84,0.03,Completed,953.9652
1754,13,2024-11-14,Highlander,35856.35,0.03,Pending,1075.6905
1755,15,2024-11-19,RAV4,27821.86,0.05,Completed,1391.093
1756,14,2024-11-13,Highlander,35925.35,0.02,Pending,718.507
1757,18,2024-11-01,Camry,28869.16,,Pending,0.0
1758,8,2024-11-03,Highlander,35658.11,0.02,Completed,713.1622
1759,13,2024-11-12,Tacoma,32974.0,0.05,Completed,1648.7
1760,10,2024-11-03,Camry,28099.01,0.02,Pending,561.9802
1761,4,2024-11-28,RAV4,34344.19,0.05,Completed,1717.2095000000002
1762,14,2024-11-22,Highlander,38509.04,0.03,Completed,1155.2712
1763,8,2024-11-28,Tacoma,37148.77,,Cancelled,0.0
1764,15,2024-11-22,Camry,25520.61,,Completed,0.0
1765,4,2024-11-11,Corolla,24657.62,0.02,Completed,493.1524
1766,17,2024-11-30,Corolla,20330.71,0.02,Completed,406.6142
1767,10,2024-11-27,RAV4,27136.0,0.05,Cancelled,1356.8000000000002
1768,3,2024-11-01,Highlander,44573.01,,Pending,0.0
1769,8,2024-11-25,Camry,27919.04,0.02,Completed,558.3808
1770,19,2024-11-07,Tacoma,31069.96,0.05,Completed,1553.498
1771,5,2024-11-18,Corolla,23403.36,,Completed,0.0
1772,10,2024-11-11,Highlander,37152.04,0.02,Completed,743.0408
1773,9,2024-11-14,Corolla,22384.04,0.05,Completed,1119.202
1774,10,2024-11-12,Tacoma,37114.69,,Completed,0.0
1775,14,2024-11-23,RAV4,34937.9,0.02,Completed,698.758
1776,10,2024-11-18,Tacoma,30555.6,0.02,Completed,611.112
1777,5,2024-11-21,RAV4,28367.4,0.03,Pending,851.022
1778,12,2024-11-23,Corolla,21957.03,0.02,Completed,439.1406
1779,16,2024-11-03,Tacoma,38389.73,0.02,Cancelled,767.7946000000001
1780,7,2024-11-09,Highlander,36489.17,,Completed,0.0
1781,10,2024-11-04,Corolla,22596.8,0.03,Completed,677.904
1782,6,2024-11-14,Highlander,42031.14,0.03,Completed,1260.9342
1783,2,2024-11-09,Camry,25022.48,,Completed,0.0
1784,14,2024-11-20,Camry,27028.98,0.03,Pending,810.8693999999999
1785,18,2024-11-15,Tundra,46650.79,,Cancelled,0.0
1786,17,2024-11-06,Tacoma,35219.68,0.02,Completed,704.3936
1787,10,2024-11-22,RAV4,27002.66,0.03,Pending,810.0798
1788,6,2024-11-27,Camry,27661.53,0.02,Completed,553.2306
1789,3,2024-11-17,Corolla,23931.89,0.02,Completed,478.63779999999997
1790,6,2024-11-17,Camry,27391.99,0.03,Completed,821.7597000000001
1791,8,2024-11-15,Highlander,41940.75,,Cancelled,0.0
1792,2,2024-11-27,Corolla,20587.93,0.02,Pending,411.7586
1793,2,2024-11-30,RAV4,32849.53,0.02,Completed,656.9906
1794,7,2024-11-05,Corolla,23665.21,0.03,Pending,709.9562999999999
1795,1,2024-11-01,RAV4,29090.01,0.05,Completed,1454.5005
1796,6,2024-11-13,Highlander,44933.19,0.05,Completed,2246.6595
1797,2,2024-11-13,Tundra,39257.68,0.03,Completed,1177.7304
1798,14,2024-11-08,Tundra,40198.76,0.05,Cancelled,2009.938
1799,6,2024-11-10,Tundra,43572.08,0.05,Completed,2178.6040000000003
1800,20,2024-11-02,Tacoma,39083.79,0.03,Completed,1172.5137
1801,4,2024-11-23,Tundra,45625.11,0.05,Completed,2281.2555
1802,4,2024-11-08,Tacoma,35063.15,0.05,Pending,1753.1575000000003
1803,12,2024-11-06,Tundra,47337.31,,Completed,0.0
1804,3,2024-11-03,Camry,29048.33,0.02,Completed,580.9666000000001
1805,8,2024-11-10,Highlander,35450.49,0.03,Completed,1063.5147
1806,20,2024-11-06,RAV4,34585.03,0.03,Completed,1037.5509
1807,8,2024-11-16,Camry,26087.27,0.02,Completed,521.7454
1808,6,2024-11-09,RAV4,31931.18,0.03,Completed,957.9354
1809,10,2024-11-18,RAV4,34864.18,0.03,Completed,1045.9254
1810,3,2024-11-03,Tacoma,39589.21,0.03,Cancelled,1187.6762999999999
1811,11,2024-11-25,Tacoma,39009.9,0.03,Completed,1170.297
1812,10,2024-11-17,Highlander,37661.01,0.02,Cancelled,753.2202000000001
1813,1,2024-11-01,Camry,25544.39,,Completed,0.0
1814,3,2024-11-15,Camry,28166.94,0.02,Pending,563.3388
1815,6,2024-11-02,Highlander,42155.8,,Completed,0.0
1816,16,2024-11-21,Highlander,35080.31,0.03,Pending,1052.4092999999998
1817,16,2024-11-26,Tacoma,38427.32,0.05,Completed,1921.366
1818,3,2024-11-21,Corolla,24399.76,,Completed,0.0
